"index","company_id","industry"
"1019","851","Artificial intelligence"
"1020","853","Hardware"
"1021","227","Other"
"1022","1061","Fintech"
"1023","799","Auto & transportation"
"1024","293","Other"
"1025","231","Fintech"
"1026","114","Health"
"1027","0","Artificial intelligence"
"1028","463","Internet software & services"
"1029","162","Fintech"
"1030","433","Other"
"1031","836","Fintech"
"1032","668","Fintech"
"1033","123","Health"
"1034","96","Travel"
"1035","17","E-commerce & direct-to-consumer"
"1036","353","Fintech"
"1037","973","Internet software & services"
"1038","97","Cybersecurity"
"1039","87","Fintech"
"1040","153","Internet software & services"
"1041","109","Fintech"
"1042","946","Edtech"
"1043","937","Fintech"
"1044","139","Hardware"
"1045","131","Hardware"
"1046","360","E-commerce & direct-to-consumer"
"1047","658","E-commerce & direct-to-consumer"
"1048","186","E-commerce & direct-to-consumer"
"1049","604","Health"
"1050","600","E-commerce & direct-to-consumer"
"1051","672","E-commerce & direct-to-consumer"
"1052","518","Internet software & services"
"1053","331","Health"
"1054","382","Supply chain, logistics, & delivery"
"1055","21","Internet software & services"
"1056","271","Fintech"
"1057","664","Fintech"
"1058","1070","E-commerce & direct-to-consumer"
"1059","146","Fintech"
"1060","292","Mobile & telecommunications"
"1061","792","Internet software & services"
"1062","639","Other"
"1063","567","Supply chain, logistics, & delivery"
"1064","945","Data management & analytics"
"1065","947","Consumer & retail"
"1066","717","E-commerce & direct-to-consumer"
"1067","424","Other"
"1068","733","Internet software & services"
"1069","1002","Mobile & telecommunications"
"1070","215","E-commerce & direct-to-consumer"
"1071","866","Internet software & services"
"1072","651","Fintech"
"1073","890","Fintech"
